	domain	ligand
5038	TUDOR	rna
5039	TUDOR	rnabase
5040	TUDOR	rnabackbone
5041	TUDOR	ion
5042	TUDOR	metabolite
5043	ThiF	dna
5044	ThiF	dnabase
5045	ThiF	dnabackbone
5046	ThiF	rna
5047	ThiF	rnabase
5048	ThiF	rnabackbone
5049	Thioredoxin	dna
5050	Thioredoxin	dnabase
5051	Thioredoxin	dnabackbone
5052	Thioredoxin	rna
5053	Thioredoxin	rnabase
5054	Thioredoxin	rnabackbone
5055	Thioredoxin	metabolite
5056	Thioredoxin_6	dna
5057	Thioredoxin_6	dnabase
5058	Thioredoxin_6	dnabackbone
5059	Thioredoxin_6	rna
5060	Thioredoxin_6	rnabase
5061	Thioredoxin_6	rnabackbone
5062	Thioredoxin_6	peptide
5063	Thioredoxin_6	metabolite
5064	Transglut_C	dna
5065	Transglut_C	dnabase
5066	Transglut_C	dnabackbone
5067	Transglut_C	rna
5068	Transglut_C	rnabase
5069	Transglut_C	rnabackbone
5070	Transglut_C	ion
5071	Transglut_core	dna
5072	Transglut_core	dnabase
5073	Transglut_core	dnabackbone
5074	Transglut_core	rna
5075	Transglut_core	rnabase
5076	Transglut_core	rnabackbone
5077	Transglut_core	metabolite
5078	Trypsin	rna
5079	Trypsin	rnabase
5080	Trypsin	rnabackbone
5081	Trypsin_2	dna
5082	Trypsin_2	dnabase
5083	Trypsin_2	dnabackbone
5084	Trypsin_2	rna
5085	Trypsin_2	rnabase
5086	Trypsin_2	rnabackbone
5087	Trypsin_2	metabolite
5088	Tubulin	dna
5089	Tubulin	dnabase
5090	Tubulin	dnabackbone
5091	Tubulin	rna
5092	Tubulin	rnabase
5093	Tubulin	rnabackbone
5094	Tubulin	metabolite
5095	UCH	dna
5096	UCH	dnabase
5097	UCH	dnabackbone
5098	UCH	rna
5099	UCH	rnabase
5100	UCH	rnabackbone
5101	UCH	peptide
5102	UCH	metabolite
5103	UCH_1	dna
5104	UCH_1	dnabase
5105	UCH_1	dnabackbone
5106	UCH_1	rna
5107	UCH_1	rnabase
5108	UCH_1	rnabackbone
5109	UCH_1	peptide
5110	UCH_1	metabolite
5111	UPAR_LY6	dna
5112	UPAR_LY6	dnabase
5113	UPAR_LY6	dnabackbone
5114	UPAR_LY6	rna
5115	UPAR_LY6	rnabase
5116	UPAR_LY6	rnabackbone
5117	UPAR_LY6	ion
5118	UQ_con	dna
5119	UQ_con	dnabase
5120	UQ_con	dnabackbone
5121	UQ_con	rna
5122	UQ_con	rnabase
5123	UQ_con	rnabackbone
5124	UQ_con	metabolite
5125	V-set	ion
5126	VCBS	dna
5127	VCBS	dnabase
5128	VCBS	dnabackbone
5129	VCBS	rna
5130	VCBS	rnabase
5131	VCBS	rnabackbone
5132	VCBS	peptide
5133	VWA	dna
5134	VWA	dnabase
5135	VWA	dnabackbone
5136	VWA	rna
5137	VWA	rnabase
5138	VWA	rnabackbone
5139	VWA	peptide
5140	VWA	metabolite
5141	VWA_2	dna
5142	VWA_2	dnabase
5143	VWA_2	dnabackbone
5144	VWA_2	rna
5145	VWA_2	rnabase
5146	VWA_2	rnabackbone
5147	VWA_2	peptide
5148	VWA_2	metabolite
5149	WH1	dna
5150	WH1	dnabase
5151	WH1	dnabackbone
5152	WH1	rna
5153	WH1	rnabase
5154	WH1	rnabackbone
5155	WH1	ion
5156	WH1	metabolite
5157	Y_phosphatase	dna
5158	Y_phosphatase	dnabase
5159	Y_phosphatase	dnabackbone
5160	Y_phosphatase	rna
5161	Y_phosphatase	rnabase
5162	Y_phosphatase	rnabackbone
5163	adh_short	dna
5164	adh_short	dnabase
5165	adh_short	dnabackbone
5166	adh_short	rna
5167	adh_short	rnabase
5168	adh_short	rnabackbone
5169	adh_short	peptide
5170	adh_short_C2	dna
5171	adh_short_C2	dnabase
5172	adh_short_C2	dnabackbone
5173	adh_short_C2	rna
5174	adh_short_C2	rnabase
5175	adh_short_C2	rnabackbone
5176	adh_short_C2	peptide
5177	bZIP_1	rna
5178	bZIP_1	rnabase
5179	bZIP_1	rnabackbone
5180	bZIP_1	peptide
5181	bZIP_1	ion
5182	bZIP_1	metabolite
5183	bZIP_Maf	rna
5184	bZIP_Maf	rnabase
5185	bZIP_Maf	rnabackbone
5186	bZIP_Maf	peptide
5187	bZIP_Maf	ion
5188	bZIP_Maf	metabolite
5189	cNMP_binding	dnabase
5190	cNMP_binding	rna
5191	cNMP_binding	rnabase
5192	cNMP_binding	rnabackbone
5193	cNMP_binding	peptide
5194	dsrm	dna
5195	dsrm	dnabase
5196	dsrm	dnabackbone
5197	dsrm	peptide
5198	dsrm	ion
5199	dsrm	metabolite
5200	fn3	dna
5201	fn3	dnabase
5202	fn3	dnabackbone
5203	fn3	rna
5204	fn3	rnabase
5205	fn3	rnabackbone
5206	fn3	ion
5207	fn3	metabolite
5208	ig	rna
5209	ig	rnabase
5210	ig	rnabackbone
5211	ig	ion
5212	ubiquitin	dna
5213	ubiquitin	dnabase
5214	ubiquitin	dnabackbone
5215	ubiquitin	rna
5216	ubiquitin	rnabase
5217	ubiquitin	rnabackbone
5218	ubiquitin	metabolite
5219	zf-C4	rna
5220	zf-C4	rnabase
5221	zf-C4	rnabackbone
5222	zf-C4	peptide
5223	zf-C4	metabolite
5224	zf-UBP	dna
5225	zf-UBP	dnabase
5226	zf-UBP	dnabackbone
5227	zf-UBP	rna
5228	zf-UBP	rnabase
5229	zf-UBP	rnabackbone
5230	zf-UBP	metabolite
